x-axis,1,2,3
second,Volt,Volt,Volt
+222.400E-03,-63.819E-03,+0.0E+00,-201.005E-03
+223.600E-03,+31.658E-03,-40.201E-03,-188.442E-03
+224.800E-03,-24.121E-03,-77.889E-03,-188.442E-03
+226.000E-03,-15.578E-03,-77.889E-03,-201.005E-03
+227.200E-03,-16.080E-03,-40.201E-03,-201.005E-03
+228.400E-03,-8.040E-03,-37.688E-03,+0.0E+00
+229.600E-03,+15.578E-03,-40.201E-03,-201.005E-03
+230.800E-03,+0.0E+00,-37.688E-03,+0.0E+00
+232.000E-03,-15.578E-03,-40.201E-03,-201.005E-03
+233.200E-03,+7.538E-03,-40.201E-03,-188.442E-03
+234.400E-03,-7.538E-03,+0.0E+00,-201.005E-03
+235.600E-03,+15.578E-03,-40.201E-03,+0.0E+00
+236.800E-03,-24.121E-03,+0.0E+00,+0.0E+00
+238.000E-03,+0.0E+00,-40.201E-03,-201.005E-03
+239.200E-03,-56.281E-03,-118.090E-03,-201.005E-03
+240.400E-03,-136.181E-03,+120.603E-03,+0.0E+00
+241.600E-03,+281.407E-03,+359.296E-03,-201.005E-03
+242.800E-03,-40.201E-03,-319.095E-03,-201.005E-03
+244.000E-03,-120.101E-03,-37.688E-03,-188.442E-03
+245.200E-03,+16.080E-03,+0.0E+00,-201.005E-03
+246.400E-03,+0.0E+00,-77.889E-03,-201.005E-03
+247.600E-03,-23.618E-03,-37.688E-03,-201.005E-03
+248.800E-03,-15.578E-03,-40.201E-03,-201.005E-03
+250.000E-03,-31.658E-03,+0.0E+00,-201.005E-03
+251.200E-03,-8.040E-03,+0.0E+00,+0.0E+00
+252.400E-03,-7.538E-03,-37.688E-03,+0.0E+00
+253.600E-03,-7.538E-03,-77.889E-03,-188.442E-03
+254.800E-03,-24.121E-03,-40.201E-03,-201.005E-03
+256.000E-03,-23.618E-03,-40.201E-03,-201.005E-03
+257.200E-03,+15.578E-03,-40.201E-03,+0.0E+00
+258.400E-03,-32.161E-03,-40.201E-03,+0.0E+00
+259.600E-03,-7.538E-03,-37.688E-03,+0.0E+00
+260.800E-03,+0.0E+00,-120.603E-03,-201.005E-03
+262.000E-03,-136.683E-03,-37.688E-03,-389.447E-03
+263.200E-03,+0.0E+00,+241.206E-03,+0.0E+00
+264.400E-03,+144.221E-03,-399.497E-03,-389.447E-03
+265.600E-03,-120.603E-03,-118.090E-03,-201.005E-03
+266.800E-03,-23.618E-03,+37.688E-03,-188.442E-03
+268.000E-03,+15.578E-03,-40.201E-03,-201.005E-03
+269.200E-03,-24.121E-03,-40.201E-03,-201.005E-03
+270.400E-03,+0.0E+00,+0.0E+00,+0.0E+00
+271.600E-03,-8.040E-03,-80.402E-03,+0.0E+00
+272.800E-03,-15.578E-03,+0.0E+00,-201.005E-03
+274.000E-03,+0.0E+00,-40.201E-03,+0.0E+00
+275.200E-03,-15.578E-03,-37.688E-03,+0.0E+00
+276.400E-03,+0.0E+00,-80.402E-03,-201.005E-03
+277.600E-03,-24.121E-03,-40.201E-03,-389.447E-03
+278.800E-03,+0.0E+00,-77.889E-03,-201.005E-03
+280.000E-03,-16.080E-03,-77.889E-03,+0.0E+00
+281.200E-03,-15.578E-03,+37.688E-03,-201.005E-03
+282.400E-03,+31.658E-03,-80.402E-03,-201.005E-03
+283.600E-03,-96.482E-03,-40.201E-03,-201.005E-03
+284.800E-03,-39.698E-03,+201.005E-03,-201.005E-03
+286.000E-03,+522.111E-03,-201.005E-03,-201.005E-03
+287.200E-03,-120.603E-03,-198.492E-03,+0.0E+00
+288.400E-03,-87.940E-03,-37.688E-03,-201.005E-03
+289.600E-03,+8.040E-03,-80.402E-03,-188.442E-03
+290.800E-03,-24.121E-03,-77.889E-03,+0.0E+00
+292.000E-03,-7.538E-03,+0.0E+00,-201.005E-03
+293.200E-03,+0.0E+00,-40.201E-03,-201.005E-03
+294.400E-03,-16.080E-03,-40.201E-03,-188.442E-03
+295.600E-03,-7.538E-03,-40.201E-03,-201.005E-03
+296.800E-03,+8.040E-03,-40.201E-03,-201.005E-03
+298.000E-03,-8.040E-03,-77.889E-03,+0.0E+00
+299.200E-03,-16.080E-03,-37.688E-03,-389.447E-03
+300.400E-03,-15.578E-03,-40.201E-03,-201.005E-03
+301.600E-03,-7.538E-03,-40.201E-03,-188.442E-03
+302.800E-03,-31.658E-03,+0.0E+00,-201.005E-03
+304.000E-03,+31.658E-03,-40.201E-03,+0.0E+00
+305.200E-03,-32.161E-03,-80.402E-03,+0.0E+00
+306.400E-03,-144.221E-03,+80.402E-03,+0.0E+00
+307.600E-03,+361.809E-03,+319.095E-03,-201.005E-03
+308.800E-03,+0.0E+00,-319.095E-03,-201.005E-03
+310.000E-03,-120.101E-03,-40.201E-03,-201.005E-03
+311.200E-03,+0.0E+00,+37.688E-03,+0.0E+00
+312.400E-03,-8.040E-03,-80.402E-03,+0.0E+00
+313.600E-03,-23.618E-03,-37.688E-03,+0.0E+00
+314.800E-03,+15.578E-03,-77.889E-03,-201.005E-03
+316.000E-03,-15.578E-03,-37.688E-03,-201.005E-03
+317.200E-03,-8.040E-03,-40.201E-03,-201.005E-03
+318.400E-03,-8.040E-03,-80.402E-03,-201.005E-03
+319.600E-03,-8.040E-03,-40.201E-03,-201.005E-03
+320.800E-03,-8.040E-03,-40.201E-03,-201.005E-03
+322.000E-03,-31.658E-03,-37.688E-03,-188.442E-03
+323.200E-03,+0.0E+00,-40.201E-03,+0.0E+00
+324.400E-03,-24.121E-03,-80.402E-03,-201.005E-03
+325.600E-03,+0.0E+00,-40.201E-03,-201.005E-03
+326.800E-03,+7.538E-03,-118.090E-03,+0.0E+00
+328.000E-03,-136.181E-03,-37.688E-03,-201.005E-03
+329.200E-03,+48.241E-03,+321.608E-03,-389.447E-03
+330.400E-03,+216.583E-03,-359.296E-03,+0.0E+00
+331.600E-03,-136.181E-03,-158.291E-03,+0.0E+00
+332.800E-03,+0.0E+00,+37.688E-03,+0.0E+00
+334.000E-03,+8.040E-03,-40.201E-03,+0.0E+00
+335.200E-03,-39.698E-03,-40.201E-03,-201.005E-03
+336.400E-03,+8.040E-03,-40.201E-03,-201.005E-03
+337.600E-03,+0.0E+00,+0.0E+00,+0.0E+00
+338.800E-03,-32.161E-03,-37.688E-03,-188.442E-03
+340.000E-03,+0.0E+00,-77.889E-03,-188.442E-03
+341.200E-03,-8.040E-03,-37.688E-03,-201.005E-03
+342.400E-03,-15.578E-03,-40.201E-03,-201.005E-03
+343.600E-03,-23.618E-03,-40.201E-03,-201.005E-03
+344.800E-03,+8.040E-03,+0.0E+00,+0.0E+00
+346.000E-03,-24.121E-03,-40.201E-03,-201.005E-03
+347.200E-03,-31.658E-03,+0.0E+00,-201.005E-03
+348.400E-03,+8.040E-03,-40.201E-03,-201.005E-03
+349.600E-03,-72.362E-03,-77.889E-03,-201.005E-03
+350.800E-03,-79.899E-03,+160.804E-03,-201.005E-03
+352.000E-03,+546.231E-03,+0.0E+00,-201.005E-03
+353.200E-03,-96.482E-03,-238.693E-03,-201.005E-03
+354.400E-03,-71.859E-03,+0.0E+00,-201.005E-03
+355.600E-03,+16.080E-03,+0.0E+00,+0.0E+00
+356.800E-03,-16.080E-03,-40.201E-03,-389.447E-03
+358.000E-03,-15.578E-03,-40.201E-03,-201.005E-03
+359.200E-03,+8.040E-03,-40.201E-03,-188.442E-03
+360.400E-03,-15.578E-03,+0.0E+00,-201.005E-03
+361.600E-03,+0.0E+00,-40.201E-03,-201.005E-03
+362.800E-03,-16.080E-03,-77.889E-03,-201.005E-03
+364.000E-03,+0.0E+00,+0.0E+00,-201.005E-03
+365.200E-03,-15.578E-03,-40.201E-03,+0.0E+00
+366.400E-03,-15.578E-03,+0.0E+00,-201.005E-03
+367.600E-03,+0.0E+00,-77.889E-03,-201.005E-03
+368.800E-03,-32.161E-03,-40.201E-03,-188.442E-03
+370.000E-03,-7.538E-03,-40.201E-03,-201.005E-03
+371.200E-03,-55.779E-03,-80.402E-03,-201.005E-03
+372.400E-03,-144.221E-03,+80.402E-03,+0.0E+00
+373.600E-03,+337.688E-03,+278.894E-03,-201.005E-03
+374.800E-03,-24.121E-03,-281.407E-03,-201.005E-03
+376.000E-03,-120.101E-03,-77.889E-03,+0.0E+00
+377.200E-03,+23.618E-03,+0.0E+00,+0.0E+00
+378.400E-03,-8.040E-03,-40.201E-03,+0.0E+00
+379.600E-03,-23.618E-03,+0.0E+00,-389.447E-03
+380.800E-03,+23.618E-03,-40.201E-03,-201.005E-03
+382.000E-03,-23.618E-03,-40.201E-03,-201.005E-03
+383.200E-03,-7.538E-03,-40.201E-03,-389.447E-03
+384.400E-03,+8.040E-03,-77.889E-03,-201.005E-03
+385.600E-03,+0.0E+00,-40.201E-03,-201.005E-03
+386.800E-03,-24.121E-03,-40.201E-03,+0.0E+00
+388.000E-03,+0.0E+00,+0.0E+00,-188.442E-03
+389.200E-03,+0.0E+00,-40.201E-03,+0.0E+00
+390.400E-03,-24.121E-03,-77.889E-03,+0.0E+00
+391.600E-03,+0.0E+00,+0.0E+00,+0.0E+00
+392.800E-03,+0.0E+00,-80.402E-03,+0.0E+00
+394.000E-03,-144.221E-03,-77.889E-03,-201.005E-03
+395.200E-03,+16.080E-03,+281.407E-03,+0.0E+00
+396.400E-03,+240.704E-03,-321.608E-03,-201.005E-03
+397.600E-03,-120.603E-03,-158.291E-03,-201.005E-03
+398.800E-03,-31.658E-03,+0.0E+00,+0.0E+00
